Sutra krama सू. क्र. सं	Akaaraadi krama अकारादि क्र. सं	Kaumudi krama कौमुदी क्र. सं	Sutra type सूत्रलक्षणम्‌	Term संज्ञा	Special case अतिदेशः	Influence अधिकारः	Commentary व्याख्यानम्‌	Sutra text सूत्रम्‌	PadacCheda पद्च्छेदः
53086	3977	2041					Sktdocs-5.3.86; AVG-5.3.86	ह्रस्वे ।	ह्रस्वे ७/१
53087	3530	2042					Sktdocs-5.3.87; AVG-5.3.87	संज्ञायां कन् ।	संज्ञायाम् ७/१ कन् १/१
53088	1100	2043					Sktdocs-5.3.88; AVG-5.3.88	कुटीशमीशुण्डाभ्यो रः ।	कुटीशमीशुण्डाभ्यः ५/३ रः १/१
53089	1102	2044					Sktdocs-5.3.89; AVG-5.3.89	कुत्वा डुपच् ।	कुत्वा ५/१ डुपच् १/१
53090	1074	2045					Sktdocs-5.3.90; AVG-5.3.90	कासूगोणीभ्यां ष्टरच् ।	कासूगोणीभ्याम् ५/२ ष्टरच् १/१
53091	3052	2046					Sktdocs-5.3.91; AVG-5.3.91	वत्सोक्षाश्वर्षभेभ्यश्च तनुत्वे ।	वत्सोक्षाश्वर्षभेभ्यः ५/३ च ०/० तनुत्वे ७/१
53092	1080	2047					Sktdocs-5.3.92; AVG-5.3.92	किंयत्तदो निर्द्धारणे द्वयोरेकस्य डतरच् ।	किंयत्तदः ५/१ निर्द्धारणे ७/१ द्वयोः ७/२ एकस्य ६/१ डतरच् १/१
53093	3113	2048					Sktdocs-5.3.93; AVG-5.3.93	वा बहूनां जातिपरिप्रश्ने डतमच् ।	वा ०/० बहूनाम् ६/३ जातिपरिप्रश्ने ७/१ डतमच् १/१
53094	891	2049					Sktdocs-5.3.94; AVG-5.3.94	एकाच्च प्राचाम् ।	एकात् ५/१ च ०/० प्राचाम् ६/३
53095	376	2050					Sktdocs-5.3.95; AVG-5.3.95	अवक्षेपणे कन् ।	अवक्षेपणे ७/१ कन् १/१
53096	663	2051					Sktdocs-5.3.96; AVG-5.3.96	इवे प्रतिकृतौ ।	इवे ७/१ प्रतिकृतौ ७/१
53097	3533	2052					Sktdocs-5.3.97; AVG-5.3.97	संज्ञायां च ।	संज्ञायाम् ७/१ च ०/०
53098	3018	2053					Sktdocs-5.3.98; AVG-5.3.98	लुम्मनुष्ये ।	लुप् १/१ मनुष्ये ७/१
53099	1520	2054					Sktdocs-5.3.99; AVG-5.3.99	जीविकाऽर्थे चापण्ये ।	जीविकाऽर्थे ७/१ च ०/० अपण्ये ७/१
53100	1912	2055					Sktdocs-5.3.100; AVG-5.3.100	देवपथादिभ्यश्च ।	देवपथादिभ्यः ५/३ च ०/०
53101	3093	2056					Sktdocs-5.3.101; AVG-5.3.101	वस्तेर्ढञ् ।	वस्तेः ५/१ ढञ् १/१
53102	3396	2057					Sktdocs-5.3.102; AVG-5.3.102	शिलाया ढः ।	शिलायाः ५/१ ढः १/१
53103	3382	2058					Sktdocs-5.3.103; AVG-5.3.103	शाखाऽऽदिभ्यो यत्‌ ।	शाखाऽऽदिभ्यः ५/३ यत् १/१
53104	1930	2059					Sktdocs-5.3.104; AVG-5.3.104	द्रव्यं च भव्ये ।	द्रव्यम् १/१ च ०/० भव्ये ७/१
53105	1125	2060					Sktdocs-5.3.105; AVG-5.3.105	कुशाग्राच्छः ।	कुशाग्रात् ५/१ छः १/१
53106	3641	2061					Sktdocs-5.3.106; AVG-5.3.106	समासाच्च तद्विषयात्‌ ।	समासात् ५/१ च ०/० तद्विषयात् ५/१
53107	3372	2062					Sktdocs-5.3.107; AVG-5.3.107	शर्कराऽऽदिभ्योऽण् ।	शर्कराऽऽदिभ्यः ५/३ अण् १/१
53108	39	2063					Sktdocs-5.3.108; AVG-5.3.108	अङ्गुल्यादिभ्यष्ठक् ।	अङ्‍गुल्यादिभ्यः ५/३ ठक् १/१
53109	884	2064					Sktdocs-5.3.109; AVG-5.3.109	एकशालायाष्ठजन्यतरस्याम् ।	एकशालायाः ५/१ ठच् १/१ अन्यतरस्याम् ७/१
53110	988	2065					Sktdocs-5.3.110; AVG-5.3.110	कर्कलोहितादीकक् ।	कर्कलोहितात् ५/१ ईकक् १/१
53111	2474	3502					Sktdocs-5.3.111; AVG-5.3.111	प्रत्नपूर्वविश्वेमात्थाल् छन्दसि ।	प्रत्नपूर्वविश्वेमात् ५/१ थाल् १/१ छन्दसि ७/१
53112	2404	2066					Sktdocs-5.3.112; AVG-5.3.112	पूगाञ्ञ्योऽग्रामणीपूर्वात्‌ ।	पूगात् ५/१ ञ्यः १/१ अग्रामणीपूर्वात् ५/१
53113	3338	1100					Sktdocs-5.3.113; AVG-5.3.113	व्रातच्फञोरस्त्रियाम् ।	व्रातच्फञोः ६/२ अस्त्रियाम् ७/१
53114	562	2067					Sktdocs-5.3.114; AVG-5.3.114	आयुधजीविसंघाञ्ञ्यड्वाहीकेष्वब्राह्मणराजन्यात्‌ ।	आयुधजीविसङ्‍घात् ५/१ ञ्यट् १/१ वाहीकेषु ७/३ अब्राह्मणराजन्यात् ५/१
53115	3277	2068					Sktdocs-5.3.115; AVG-5.3.115	वृकाट्टेण्यण् ।	वृकात् ५/१ टेण्यण् १/१
53116	1848	2069					Sktdocs-5.3.116; AVG-5.3.116	दामन्यादित्रिगर्तषष्ठाच्छः ।	दामन्यादित्रिगर्तषष्ठात् ५/१ छः १/१
53117	2339	2070					Sktdocs-5.3.117; AVG-5.3.117	पर्श्वादियौधेयादिभ्यामणञौ ।	पर्श्वादियौधेयादिभ्याम् ५/२ अणञौ १/२
53118	306	2071					Sktdocs-5.3.118; AVG-5.3.118	'अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणो यञ् ।	अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणः ५/१ यञ् १/१
53119	1555	2072	संज्ञा	तद्राजः			Sktdocs-5.3.119; AVG-5.3.119	ञ्य्आदयस्तद्राजाः ।	ञ्यादयः १/३ तद्राजाः १/१
54001	2356	2073					Sktdocs-5.4.1; AVG-5.4.1	पादशतस्य संख्याऽऽदेर्वीप्सायां वुन् लोपश्च ।	पादशतस्य ६/१ संख्याऽऽदेः ६/१ वीप्सायाम् ७/१ वुन् १/१ लोपः १/१ च ०/०
54002	1826	2074					Sktdocs-5.4.2; AVG-5.4.2	दण्डव्यवसर्गयोश्च ।	दण्डव्यवसर्गयोः ७/२ च ०/०
54003	3838	2075					Sktdocs-5.4.3; AVG-5.4.3	स्थूलादिभ्यः प्रकारवचने कन् ।	स्थूलादिभ्यः ५/३ प्रकारवचने ७/१ कन् १/१
54004	170	2076					Sktdocs-5.4.4; AVG-5.4.4	अनत्यन्तगतौ क्तात्‌ ।	अनत्यन्तगतौ ७/१ क्तात् ५/१
54005	2078	2077					Sktdocs-5.4.5; AVG-5.4.5	न सामिवचने ।	न ०/० सामिवचने ७/१
54006	2627	2078					Sktdocs-5.4.6; AVG-5.4.6	बृहत्या आच्छादने ।	बृहत्याः ५/१ आच्छादने ७/१
54007	422	2079					Sktdocs-5.4.7; AVG-5.4.7	अषडक्षाशितङ्ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्‌ खः ।	अषडक्षाशितङ्‍ग्वलंकर्मालम्पुरुषाध्युत्तरपदात् ५/१ खः १/१
54008	3183	2080					Sktdocs-5.4.8; AVG-5.4.8	विभाषा अञ्चेरदिक्स्त्रियाम् ।	विभाषा १/१ अञ्चेः ५/१ अदिक्स्त्रियाम् ७/१
54009	1507	2081					Sktdocs-5.4.9; AVG-5.4.9	जात्यन्ताच्छ बन्धुनि ।	जात्यन्तात् ५/१ छ (अविभक्त्यन्तनिर्देशः) बन्धुनि ७/१
54010	3833	2082					Sktdocs-5.4.10; AVG-5.4.10	स्थानान्ताद्विभाषा सस्थानेनेति चेत्‌ ।	स्थानान्तात् ५/१ विभाषा १/१ सस्थानेन् ३/१ इति ०/० चेत् ०/०
54011	1092	2004					Sktdocs-5.4.11; AVG-5.4.11	किमेत्तिङव्ययघादाम्वद्रव्यप्रकर्षे ।	किमेत्तिङव्ययघात् ५/१ आमु (लुप्तप्रथमान्तनिर्देशः) अद्रव्यप्रकर्षे ७/१
54012	330	3503					Sktdocs-5.4.12; AVG-5.4.12	अमु च च्छन्दसि ।	अमु (लुप्तप्रथमान्तनिर्देशः) च ०/० छन्दसि ७/१
54013	189	2083					Sktdocs-5.4.13; AVG-5.4.13	अनुगादिनष्ठक् ।	अनुगादिनः ५/१ ठक् १/१
54014	1578	3216					Sktdocs-5.4.14; AVG-5.4.14	णचः स्त्रियामञ् ।	णचः ५/१ स्त्रियाम् ७/१ अञ् १/१
54015	86	3219					Sktdocs-5.4.15; AVG-5.4.15	अणिनुणः ।	अण् १/१ इनुणः ५/१
54016	3272	2084					Sktdocs-5.4.16; AVG-5.4.16	विसारिणो मत्स्ये ।	विसारिणः ५/१ मत्स्ये ७/१
54017	3515	2085					Sktdocs-5.4.17; AVG-5.4.17	संख्यायाः क्रियाऽभ्यावृत्तिगणने कृत्वसुच् ।	संख्यायाः ५/१ क्रियाऽभ्यावृत्तिगणने ७/१ कृत्वसुच् १/१
54018	1959	2086					Sktdocs-5.4.18; AVG-5.4.18	द्वित्रिचतुर्भ्यः सुच् ।	द्वित्रिचतुर्भ्यः ५/३ सुच् १/१
54019	886	2087					Sktdocs-5.4.19; AVG-5.4.19	एकस्य सकृच्च ।	एकस्य ६/१ सकृत् १/१ च ०/०
54020	3216	2088					Sktdocs-5.4.20; AVG-5.4.20	विभाषा बहोर्धाऽविप्रकृष्टकाले ।	विभाषा १/१ बहोः ५/१ धा १/१ अविप्रकृष्टकाले ७/१
54021	1608	2089					Sktdocs-5.4.21; AVG-5.4.21	तत्प्रकृतवचने मयट् ।	तत् १/१ प्रकृतवचने ७/१ मयट् १/१
54022	3655	2090	अतिदेशः				Sktdocs-5.4.22; AVG-5.4.22	समूहवच्च बहुषु ।	समूहवत् ०/० च ०/० बहुषु ७/३
54023	175	2091					Sktdocs-5.4.23; AVG-5.4.23	अनन्तावसथेतिहभेषजाञ्ञ्यः ।	अनन्तावसथेतिहभेषजात् ५/१ ञ्यः १/१
54024	1911	2092					Sktdocs-5.4.24; AVG-5.4.24	देवतान्तात्तादर्थ्ये यत्‌ ।	देवतान्तात् ५/१ तादर्थ्ये ७/१ यत् १/१
54025	2359	2093					Sktdocs-5.4.25; AVG-5.4.25	पादार्घाभ्यां च ।	पादार्घाभ्याम् ५/२ च ०/०
54026	104	2094					Sktdocs-5.4.26; AVG-5.4.26	अतिथेर्ञ्यः ।	अतिथेः ५/१ ञ्यः १/१
54027	1916	2095					Sktdocs-5.4.27; AVG-5.4.27	देवात्तल् ।	देवात् ५/१ तल् १/१
54028	395	2096					Sktdocs-5.4.28; AVG-5.4.28	अवेः कः ।	अवेः ५/१ कः १/१
54029	2861	2097					Sktdocs-5.4.29; AVG-5.4.29	यावादिभ्यः कन् ।	यावादिभ्यः ५/३ कन् १/१
54030	3036	2098					Sktdocs-5.4.30; AVG-5.4.30	लोहितान्मणौ ।	लोहितात् ५/१ मणौ ७/१
54031	3074	2099					Sktdocs-5.4.31; AVG-5.4.31	वर्णे चानित्ये ।	वर्णे ७/१ च ०/० अनित्ये ७/१
54032	2900	2100					Sktdocs-5.4.32; AVG-5.4.32	रक्ते ।	रक्ते ७/१
54033	1064	2101					Sktdocs-5.4.33; AVG-5.4.33	कालाच्च ।	कालात् ५/१ च ०/०
54034	3172	2102					Sktdocs-5.4.34; AVG-5.4.34	विनयादिभ्यष्ठक् ।	विनयादिभ्यः ५/३ ठक् १/१
54035	3140	2103					Sktdocs-5.4.35; AVG-5.4.35	वाचो व्याहृतार्थायाम् ।	वाचः ५/३ व्याहृतार्थायाम् ७/१
