Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
83110:2059:3168,न रपरसृपिसृजिस्पृशिस्पृहिसवनादीनाम्,न+रपरसृपिसृजिस्पृशिस्पृहिसवनादीनाम्,83110
83111:3714:2123,सात्पदाद्योः,सात्पदाद्योः,83111
83114:2470:3027,प्रतिस्तब्धनिस्तब्धौ च,प्रतिस्तब्धनिस्तब्धौ+च,83114
83115:3793:2358,सोढः,सोढः,83115
83117:3756:2526,सुनोतेः स्यसनोः,सुनोतेः+स्यसनोः,83117
84010:3114:1054,वा भावकरणयोः,वा+भावकरणयोः,84010
84011:2539:1055,प्रातिपदिकान्तनुम्विभक्तिषु च,प्रातिपदिकान्तनुम्विभक्तिषु+च,84011
84012:892:307,एकाजुत्तरपदे णः,एकाजुत्तरपदे+णः,84012
84013:1107:1056,कुमति च,कुमति+च,84013
84015:3940:2530,हिनुमीना,हिनु+मीना,84015
84016:539:2231,आनि लोट्,आनि+लोट्,84016
84019:183:2478,अनितेः,अनितेः,84019
84020:238:2984,अन्तः,अन्तः,84020
84021:815:2606,उभौ साभ्यासस्य,उभौ+साभ्यासस्य,84021
84032:613:2838,इजादेः सनुमः,इजादेः+सनुमः,84032
84033:3111:2839,वा निंसनिक्षनिन्दाम्,वा+निंसनिक्षनिन्दाम्,84033
84034:2047:2840,न भाभूपूकमिगमिप्यायीवेपाम्,न+भाभूपूकमिगमिप्यायीवेपाम्,84034
84036:2128:2518,नशेः षान्तस्य,नशेः+षान्तस्य,84036
84037:2287:198,पदान्तस्य,पदान्तस्य,84037
84039:1237:792,क्षुभ्नाऽऽदिषु च,क्षुभ्नाऽऽदिषु+च,84039
84040:3812:111,स्तोः श्चुना श्चुः,स्तोः+श्चुना+श्चुः,84040
84041:3498:113,ष्टुना ष्टुः,ष्टुना+ष्टुः,84041
84043:1794:115,तोः षि,तोः+षि,84043
84044:3386:112,शात्‌,शात्,84044
84047:169:48,अनचि च,अनचि+च,84047
84050:1807:56,त्रिप्रभृतिषु शाकटायनस्य,त्रिप्रभृतिषु+शाकटायनस्य,84050
84051:3678:57,सर्वत्र शाकल्यस्य,सर्वत्र+शाकल्यस्य,84051
84055:1251:121,खरि च,खरि+च,84055
84058:223:124,अनुस्वारस्य ययि परसवर्णः,अनुस्वारस्य+ययि+परसवर्णः,84058
84059:3112:125,वा पदान्तस्य,वा+पदान्तस्य,84059
84061:723:118,उदः स्थास्तम्भोः पूर्वस्य,उदः+स्थास्तम्भोः+पूर्वस्य,84061
84068:1:11,अ अ इति,अ+अ+इति,84068
