Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
14079:1521:780,जीविकोपनिषदावौपम्ये,जीविकोपनिषदौ+औपम्ये,14079
14080:1780:2230,ते प्राग्धातोः,ते+प्राग्+धातोः,14080
14081:1449:3391,छन्दसि परेऽपि,छन्दसि+परे+अपि,14081
14082:3326:3392,व्यवहिताश्च,व्यवहिताः+च,14082
14083:1025:546,कर्मप्रवचनीयाः,कर्मप्रवचनीयाः,14083
14085:1772:549,तृतीयाऽर्थे,तृतीयाऽर्थे,14085
14086:3943:550,हीने,हीने,14086
14087:807:551,उपोऽधिके च,उपः+अधिके+च,14087
14088:277:596,अपपरी वर्जने,अपपरी+वर्जने,14088
14089:483:597,आङ् मर्यादावचने,आङ्+मर्यादावचने,14089
14090:2966:552,लक्षणेत्थम्भूताख्यानभागवीप्सासु प्रतिपर्यनवः,लक्षणेत्थम्भूताख्यानभागवीप्सासु+प्रतिपर्यनवः,14090
14092:2461:599,प्रतिः प्रतिनिधिप्रतिदानयोः,प्रतिः+प्रतिनिधिप्रतिदानयोः,14092
14093:150:554,अधिपरी अनर्थकौ,अधिपरी+अनर्थकौ,14093
14094:3743:555,सुः पूजायाम्,सुः+पूजायाम्,14094
14095:105:556,अतिरतिक्रमणे च,अतिः+अतिक्रमणे+च,14095
14096:293:557,अपिः पदार्थसम्भावनान्ववसर्गगर्हासमुच्चयेषु,अपिः+पदार्थसम्भावनान्ववसर्गगर्हासमुच्चयेषु,14096
14098:3189:646,विभाषा कृञि,विभाषा+कृञि,14098
14099:2963:2155,लः परस्मैपदम्,लः+परस्मैपदम्,14099
14100:1598:2156,तङानावात्मनेपदम्,तङानौ+आत्मनेपदम्,14100
14101:1724:2160,तिङस्त्रीणि त्रीणि प्रथममध्यमोत्तमाः,तिङः+त्रीणि+त्रीणि+प्रथममध्यमोत्तमाः,14101
14102:1712:2161,तान्येकवचनद्विवचनबहुवचनान्येकशः,तानि+एकवचनद्विवचनबहुवचनान्येकशः,14102
14103:3758:185,सुपः,सुपः,14103
14105:2879:2162,युष्मद्युपपदे समानाधिकरणे स्थानिन्यपि मध्यमः,युष्मदि+उपपदे+समानाधिकरणे+स्थानिनि+अपि+मध्यमः,14105
14106:2517:2163,प्रहासे च मन्योपपदे मन्यतेरुत्तम एकवच्च,प्रहासे+च+मन्योपपदे+मन्यतेः+उत्तम+एकवत्+च,14106
14108:3431:2165,शेषे प्रथमः,शेषे+प्रथमः,14108
14109:2296:28,परः संनिकर्षः संहिता,परः+सन्निकर्षः+संहिता,14109
21001:3625:647,समर्थः पदविधिः,समर्थः+पदविधिः,21001
21002:3767:3656,सुबामन्त्रिते पराङ्गवत्‌ स्वरे,सुप्+आमन्त्रिते+पराङ्गवत्+स्वरे,21002
21003:2518:648,प्राक् कडारात्‌ समासः,प्राक्+कडारात्‌+समासः,21003
21004:3698:649,सह सुपा,सह+सुपा,21004
21005:404:651,अव्ययीभावः,अव्ययीभावः,21005
21006:400:652,अव्ययं विभक्तिसमीपसमृद्धिव्यृद्ध्यर्थाभावात्ययासम्प्रतिशब्दप्रादुर्भावपश्चाद्यथाऽऽनुपूर्व्ययौगपद्यसादृश्यसम्पत्तिसाकल्यान्तवचनेषु,अव्ययम्+विभक्तिसमीपसमृद्धि-व्यृद्‍ध्यर्थाभावात्ययासम्प्रति-शब्दप्रादुर्भावपश्चाद्यथाऽऽनुपूर्व्ययौगपद्यसादृश्य-सम्पत्तिसाकल्यान्तवचनेषु,21006
21009:3764:663,सुप्प्रतिना मात्राऽर्थे,सुप्+प्रतिना+मात्राऽर्थे,21009
21010:18:664,अक्षशलाकासंख्याः परिणा,अक्षशलाकासंख्याः+परिणा,21010
21011:3182:665,विभाषा,विभाषा,21011
21012:276:666,अपपरिबहिरञ्चवः पञ्चम्या,अपपरिबहिरञ्चवः+पञ्चम्या,21012
21013:482:667,आङ् मर्यादाऽभिविध्योः,आङ्+मर्यादाऽभिविध्योः,21013
21014:2967:668,लक्षणेनाभिप्रती आभिमुख्ये,लक्षणेन+अभिप्रती+आभिमुख्ये,21014
21016:2849:670,यस्य चायामः,यस्य+च+आयामः,21016
21017:1739:671,तिष्ठद्गुप्रभृतीनि च,तिष्ठद्गुप्रभृतीनि+च,21017
21018:2368:672,पारे मध्ये षष्ठ्या वा,पारे,21018
21019:3508:673,संख्या वंश्येन,संख्या+वंश्येन,21019
21021:260:675,अन्यपदार्थे च संज्ञायाम्‌,अन्यपदार्थे+च+संज्ञायाम्,21021
21022:1601:684,तत्पुरुषः,तत्पुरुषः,21022
21024:1954:686,द्वितीया श्रितातीतपतितगतात्यस्तप्राप्तापन्नैः,द्वितीया+श्रितातीतपतितगतात्यस्तप्राप्तापन्नैः,21024
21026:1247:688,खट्वा क्षेपे,खट्वा+क्षेपे,21026
21027:3720:689,सामि,सामि,21027
21028:1062:690,कालाः,कालाः,21028
