"Sutra krama","Akaaraadi krama","Kaumudi krama","Sutra","PadacCheda",
"14060","1263","23","गतिश्च","गतिः च",
"14061","844","762","ऊर्यादिच्विडाचश्च","ऊर्यादिच्विडाचः च",
"14062","186","763","अनुकरणं चानितिपरम्","अनुकरणम् च अनितिपरम्",
"14063","517","764","आदरानादरयोः सदसती","आदरानादरयोः सदसती",
"14064","2695","765","भूषणेऽलम्","भूषणे अलम्",
"14065","242","766","अन्तरपरिग्रहे","अन्तः अपरिग्रहे",
"14066","963","767","कणेमनसी श्रद्धाप्रतीघाते","कणेमनसी श्रद्धाप्रतीघाते",
"14067","2398","768","पुरोऽव्ययम्","पुरः अव्ययम्",
"14068","434","769","अस्तं च","अस्तम् च",
"14069","61","770","अच्छ गत्यर्थवदेषु","अच्छ गत्यर्थवदेषु",
"14070","137","771","अदोऽनुपदेशे","अदः अनुपदेशे",
"14071","1736","772","तिरोऽन्तर्द्धौ","तिरः अन्तर्द्धौ",
"14072","3188","773","विभाषा कृञि","विभाषा कृञि",
"14073","798","774","उपाजेऽन्वाजे","उपाजेऽन्वाजे",
"14074","3711","775","साक्षात्प्रभृतीनि च","साक्षात्प्रभृतीनि च",
"14075","171","776","अनत्याधान उरसिमनसी","अनत्याधाने उरसिमनसी",
"14076","2731","777","मध्येपदेनिवचने च","मध्ये",
"14077","2184","778","नित्यं हस्ते पाणावुपयमने","नित्यम् हस्ते",
"14078","2544","779","प्राध्वं बन्धने","प्राध्वम् बन्धने",
"14079","1521","780","जीविकोपनिषदावौपम्ये","जीविकोपनिषदौ औपम्ये",
"14080","1780","2230","ते प्राग्धातोः","ते प्राग् धातोः",
"14081","1449","3391","छन्दसि परेऽपि","छन्दसि परे अपि",
"14082","3326","3392","व्यवहिताश्च","व्यवहिताः च",
"14083","1025","546","कर्मप्रवचनीयाः","कर्मप्रवचनीयाः",
"14084","219","547","अनुर्लक्षणे","अनुः लक्षणे",
"14085","1772","549","तृतीयाऽर्थे","तृतीयाऽर्थे",
"14086","3943","550","हीने","हीने",
"14087","807","551","उपोऽधिके च","उपः अधिके च",
"14088","277","596","अपपरी वर्जने","अपपरी वर्जने",
"14089","483","597","आङ् मर्यादावचने","आङ् मर्यादावचने",
"14090","2966","552","लक्षणेत्थम्भूताख्यानभागवीप्सासु प्रतिपर्यनवः","लक्षणेत्थम्भूताख्यानभागवीप्सासु प्रतिपर्यनवः",
